season,date,event,patch,blue_team,red_team,winner,ban_1_blue_team,ban_2_blue_team,ban_3_blue_team,ban_4_blue_team,ban_5_blue_team,ban_1_red_team,ban_2_red_team,ban_3_red_team,ban_4_red_team,ban_5_red_team,pick_1_blue_team,pick_2_blue_team,pick_3_blue_team,pick_4_blue_team,pick_5_blue_team,pick_1_red_team,pick_2_red_team,pick_3_red_team,pick_4_red_team,pick_5_red_team,top_blue_team,jungler_blue_team,mid_blue_team,adc_blue_team,support_blue_team,top_red_team,jungler_red_team,mid_red_team,adc_red_team,support_red_team
1,2011-06-20,Main,,Against_All_authority,Fnatic,Fnatic,Alistar,Gragas,Anivia,,,Rumble,Nunu,Amumu,,,Malzahar,Jarvan IV,Irelia,Corki,Janna,Brand,Warwick,Karthus,Ashe,Sona,MoMa, Linak, sOAZ, YellOwStaR, Kujaa,Shushei, Cyanide, xPeke, Lamia, Mellisan
1,2011-06-20,Main,,Fnatic,Against_All_authority,Against_All_authority,Nunu,Warwick,Amumu,,,Gragas,Alistar,Rumble,,,Brand,Rammus,Malzahar,Corki,Janna,Irelia,Jarvan IV,Anivia,Ashe,Sona,Shushei, Cyanide, xPeke, Lamia, Mellisan,sOAZ, Linak, MoMa, YellOwStaR, Kujaa
1,2011-06-20,Main,,Against_All_authority,TSM,Against_All_authority,Jarvan IV,Annie,Singed,,,Rumble,Corki,Vladimir,,,Sion,Nunu,Malzahar,Vayne,Janna,Cho'Gath,Warwick,Twisted Fate,Teemo,Alistar,YellOwStaR, Linak, MoMa, sOAZ, Kujaa,Chaox, TheOddOne, Reginald, TheRainMan, Xpecial
1,2011-06-20,Main,,Epik_Gamer,TSM,TSM,Zilean,Vayne,Alistar,,,Akali,Vladimir,Corki,,,Singed,Amumu,Annie,Miss Fortune,Janna,Teemo,Nunu,Twisted Fate,Ashe,Taric,Dyrus, Dan Dinh, Salce, Westrice, Doublelift,TheRainMan, TheOddOne, Reginald, Chaox, Xpecial
1,2011-06-20,Main,,TSM,Epik_Gamer,TSM,Akali,Vladimir,Taric,,,Vayne,Zilean,Twisted Fate,,,Jarvan IV,Warwick,Annie,Corki,Alistar,Tristana,Nunu,Malzahar,Miss Fortune,Janna,TheRainMan, TheOddOne, Reginald, Chaox, Xpecial,Westrice, Dan Dinh, Salce, Dyrus, Doublelift
1,2011-06-20,Main,,Fnatic,Against_All_authority,Fnatic,Nunu,Warwick,Amumu,,,Alistar,Rumble,Gragas,,,Anivia,Jarvan IV,Malzahar,Ashe,Sona,Karthus,Nocturne,Annie,Corki,Janna,Shushei, Cyanide, xPeke, Lamia, Mellisan,MoMa, Linak, sOAZ, YellOwStaR, Kujaa
1,2011-06-20,Main,,Against_All_authority,Fnatic,Fnatic,Alistar,Ashe,Vladimir,,,Rumble,Nunu,Amumu,,,Nidalee,Warwick,Anivia,Miss Fortune,Sona,Gragas,Jarvan IV,Malzahar,Corki,Janna,sOAZ, Linak, MoMa, YellOwStaR, Kujaa,Shushei, Cyanide, xPeke, Lamia, Mellisan
1,2011-06-19,Main,,Fnatic,Epik_Gamer,Fnatic,Vladimir,Taric,Akali,,,Rumble,Nidalee,Amumu,,,Karthus,Jarvan IV,Alistar,Ashe,Janna,Vayne,Nunu,Malzahar,Blitzcrank,Soraka,xPeke, Cyanide, Shushei, Lamia, Mellisan,Westrice, Dan Dinh, Salce, Doublelift, Dyrus
1,2011-06-19,Main,,Epik_Gamer,Fnatic,Fnatic,Rumble,Nidalee,Twisted Fate,,,Vladimir,Taric,Corki,,,Jarvan IV,Nunu,Swain,Vayne,Soraka,Malzahar,Amumu,Alistar,Ashe,Janna,Dyrus, Dan Dinh, Salce, Westrice, Doublelift,xPeke, Cyanide, Shushei, Lamia, Mellisan
1,2011-06-19,Main,,TSM,Against_All_authority,Against_All_authority,Nidalee,Irelia,Warwick,,,Vayne,Twisted Fate,Jarvan IV,,,Singed,Nunu,Vladimir,Caitlyn,Alistar,Malzahar,Amumu,Rumble,Corki,Sona,TheRainMan, TheOddOne, Reginald, Chaox, Xpecial,MoMa, Linak, sOAZ, YellOwStaR, Kujaa
1,2011-06-19,Main,,Against_All_authority,TSM,Against_All_authority,Vayne,Alistar,Twisted Fate,,,Nidalee,Rumble,Vladimir,,,Warwick,Nunu,Malzahar,Corki,Janna,Jarvan IV,Nocturne,Zilean,Irelia,Taric,sOAZ, Linak, MoMa, YellOwStaR, Kujaa,TheRainMan, TheOddOne, Reginald, Chaox, Xpecial
1,2011-06-19,Main,,TSM,Against_All_authority,TSM,Nidalee,Rumble,Akali,,,Vayne,Twisted Fate,Singed,,,Jarvan IV,Nunu,Annie,Corki,Alistar,Vladimir,Amumu,Anivia,Ashe,Sona,TheRainMan, TheOddOne, Reginald, Chaox, Xpecial,sOAZ, Linak, MoMa, YellOwStaR, Kujaa
1,2011-06-19,Main,,Team_gamed_21-de,Counter_Logic_Gaming,Counter_Logic_Gaming,Nidalee,Anivia,Twisted Fate,,,Sona,Rumble,Nunu,,,Lux,Trundle,Caitlyn,Ashe,Taric,Cho'Gath,Gangplank,Zilean,Corki,Alistar,Reyk, Zylor, Kev1n, CandyPanda, Nyph,HotshotGG, Saintvicious, bigfatlp, Chauster, Elementz
1,2011-06-19,Main,,Fnatic,Counter_Logic_Gaming,Fnatic,Nidalee,Twisted Fate,Anivia,,,Alistar,Rumble,Amumu,,,Gragas,Nunu,Swain,Ashe,Sona,Vladimir,Warwick,Annie,Caitlyn,Janna,Shushei, Cyanide, xPeke, Lamia, Mellisan,Chauster, Saintvicious, Elementz, bigfatlp, HotshotGG
1,2011-06-19,Main,,Counter_Logic_Gaming,Fnatic,Fnatic,Alistar,Amumu,Vladimir,,,Nidalee,Twisted Fate,Karthus,,,Dr. Mundo,Nunu,Swain,Vayne,Sona,Anivia,Jarvan IV,Malzahar,Ashe,Janna,Chauster, Saintvicious, HotshotGG, bigfatlp, Elementz,Shushei, Cyanide, xPeke, Lamia, Mellisan
1,2011-06-19,Main,,Against_All_authority,Team_gamed_21-de,Against_All_authority,Vayne,Sona,Rumble,,,Irelia,Karthus,Nidalee,,,Warwick,Nunu,Malzahar,Ashe,Janna,Brand,Amumu,Anivia,Tristana,Taric,sOAZ, Linak, MoMa, YellOwStaR, Kujaa,Reyk, Zylor, Kev1n, CandyPanda, Nyph
1,2011-06-18,Main,,TSM,Team_gamed_21-de,TSM,Rumble,Nidalee,Sona,,,Zilean,Vladimir,Jarvan IV,,,Singed,Nunu,Twisted Fate,Vayne,Soraka,Karthus,Alistar,Kassadin,Ashe,Taric,TheRainMan, TheOddOne, Reginald, Chaox, Xpecial,Reyk, Zylor, Kev1n, CandyPanda, Nyph
1,2011-06-18,Main,,Counter_Logic_Gaming,Xan,Counter_Logic_Gaming,Mordekaiser,Vayne,Jarvan IV,,,Anivia,Twisted Fate,Alistar,,,Nidalee,Nunu,Rumble,Ashe,Taric,Brand,Trundle,Lee Sin,Corki,Sona,HotshotGG, Saintvicious, bigfatlp, Chauster, Elementz,Axion, Radeon6870, Vech, d4rkness, iNtrigueD
1,2011-06-18,Main,,TSM,Counter_Logic_Gaming,TSM,Nidalee,Rumble,Nunu,,,Twisted Fate,Vladimir,Zilean,,,Jarvan IV,Nocturne,Annie,Vayne,Alistar,Malzahar,Warwick,Anivia,Corki,Sona,TheRainMan, TheOddOne, Reginald, Chaox, Xpecial,HotshotGG, Saintvicious, bigfatlp, Chauster, Elementz
1,2011-06-18,Main,,Team_gamed_21-de,Xan,Team_gamed_21-de,Mordekaiser,Ashe,Vladimir,,,Rumble,Twisted Fate,Anivia,,,Nidalee,Alistar,Brand,Tristana,Sona,Jarvan IV,Nunu,Annie,Vayne,Janna,Kev1n, Zylor, Reyk, CandyPanda, Nyph,Vech, Radeon6870, Axion, d4rkness, iNtrigueD
1,2011-06-18,Main,,TSM,Xan,Xan,Corki,Jarvan IV,Twisted Fate,,,Alistar,Vayne,Nunu,,,Cho'Gath,Amumu,Vladimir,Caitlyn,Sona,Mordekaiser,Nocturne,Brand,Ashe,Janna,TheRainMan, TheOddOne, Reginald, Chaox, Xpecial,Vech, Radeon6870, Axion, d4rkness, iNtrigueD
1,2011-06-18,Main,,Team_gamed_21-de,Counter_Logic_Gaming,Counter_Logic_Gaming,Nunu,Annie,Nidalee,,,Rumble,Amumu,Twisted Fate,,,Gragas,Alistar,Brand,Corki,Janna,Vladimir,Warwick,Swain,Ashe,Sona,Kev1n, Zylor, Reyk, CandyPanda, Nyph,Chauster, Saintvicious, HotshotGG, bigfatlp, Elementz
1,2011-06-18,Main,,Against_All_authority,Pacific_eSports,Against_All_authority,Jarvan IV,Vayne,Twisted Fate,,,Alistar,Nocturne,Vladimir,,,Nidalee,Nunu,Anivia,Miss Fortune,Sona,Malzahar,Trundle,Ashe,Corki,Soraka,sOAZ, Linak, MoMa, YellOwStaR, Kujaa,wormy, dabe, iddo, vy, gibo
1,2011-06-18,Main,,Epik_Gamer,Fnatic,Epik_Gamer,Rumble,Nidalee,Twisted Fate,,,Corki,Vayne,Janna,,,Akali,Amumu,Vladimir,Lee Sin,Soraka,Alistar,Jarvan IV,Swain,Miss Fortune,Taric,Westrice, Dan Dinh, Salce, Doublelift, Dyrus,Shushei, Cyanide, wewillfailer, Lamia, Mellisan
1,2011-06-18,Main,,Against_All_authority,Fnatic,Against_All_authority,Alistar,Rumble,Twisted Fate,,,Irelia,Karthus,Nidalee,,,Gragas,Nunu,Anivia,Ashe,Sona,Vladimir,Amumu,Brand,Miss Fortune,Taric,sOAZ, Linak, MoMa, YellOwStaR, Kujaa,wewillfailer, Cyanide, Shushei, Lamia, Mellisan
1,2011-06-18,Main,,Epik_Gamer,Pacific_eSports,Epik_Gamer,Twisted Fate,Rumble,Zilean,,,Vayne,Akali,Nocturne,,,Corki,Nunu,Vladimir,Miss Fortune,Taric,Malzahar,Warwick,Urgot,Poppy,Soraka,Westrice, Dan Dinh, Salce, Dyrus, Doublelift,wormy, dabe, iddo, vy, gibo
1,2011-06-18,Main,,Fnatic,Pacific_eSports,Fnatic,Jarvan IV,Vayne,Rumble,,,Nocturne,Vladimir,Soraka,,,Malzahar,Nunu,Alistar,Corki,Janna,Karthus,Amumu,Twisted Fate,Garen,Taric,wewillfailer, Cyanide, Shushei, Lamia, Mellisan,wormy, dabe, iddo, vy, gibo
1,2011-06-18,Main,,Against_All_authority,Epik_Gamer,Epik_Gamer,Akali,Vladimir,Nunu,,,Rumble,Nidalee,Twisted Fate,,,Irelia,Amumu,Karthus,Miss Fortune,Soraka,Singed,Warwick,Annie,Vayne,Janna,sOAZ, Linak, MoMa, YellOwStaR, Kujaa,Dyrus, Dan Dinh, Salce, Westrice, Doublelift
2,2012-10-14,Main,,Azubu_Frost,Taipei_Assassins,Taipei_Assassins,Nidalee,Karthus,Maokai,,,Blitzcrank,Skarner,Sona,,,Jayce,Shyvana,Lux,Graves,Lulu,Shen,Dr. Mundo,Orianna,Ezreal,Nunu,Shy, CloudTemplar, RapidStar, Woong, MadLife,Stanley, Lilballz, Toyz, bebe, MiSTakE
2,2012-10-14,Main,,Taipei_Assassins,Azubu_Frost,Taipei_Assassins,Skarner,Blitzcrank,Sona,,,Jayce,Nidalee,Karthus,,,Jax,Dr. Mundo,Orianna,Vayne,Nunu,Vladimir,Shen,Anivia,Ezreal,Leona,Stanley, Lilballz, Toyz, bebe, MiSTakE,Shy, CloudTemplar, RapidStar, Woong, MadLife
2,2012-10-14,Main,,Azubu_Frost,Taipei_Assassins,Taipei_Assassins,Nidalee,Kog'Maw,Orianna,,,Blitzcrank,Skarner,Jayce,,,Jax,Maokai,Anivia,Ezreal,Zyra,Shen,Dr. Mundo,Karthus,Caitlyn,Sona,Shy, CloudTemplar, RapidStar, Woong, MadLife,Stanley, Lilballz, Toyz, bebe, MiSTakE
2,2012-10-14,Main,,Taipei_Assassins,Azubu_Frost,Azubu_Frost,Blitzcrank,Skarner,Jax,,,Jayce,Orianna,Kog'Maw,,,Olaf,Maokai,Anivia,Vayne,Lulu,Irelia,Amumu,Karthus,Ezreal,Sona,Stanley, Lilballz, Toyz, bebe, MiSTakE,Shy, CloudTemplar, RapidStar, Woong, MadLife
2,2012-10-11,Main,,Counter_Logic_Gaming_Europe,Azubu_Frost,Azubu_Frost,Jax,Blitzcrank,Ahri,,,Irelia,Jayce,Anivia,,,Riven,Maokai,Morgana,Ezreal,Sona,Singed,Skarner,Vladimir,Graves,Zyra,Wickd, Snoopeh, Froggen, yellowpete, Krepo,Shy, CloudTemplar, RapidStar, Woong, MadLife
2,2012-10-11,Main,,Azubu_Frost,Counter_Logic_Gaming_Europe,Azubu_Frost,Irelia,Jayce,Karthus,,,Blitzcrank,Jax,Anivia,,,Vladimir,Maokai,Ahri,Ezreal,Sona,Shen,Skarner,Orianna,Kog'Maw,Nunu,Shy, CloudTemplar, RapidStar, Woong, MadLife,Wickd, Snoopeh, Froggen, yellowpete, Krepo
2,2012-10-11,Main,,Counter_Logic_Gaming_Europe,Azubu_Frost,Counter_Logic_Gaming_Europe,Jax,Blitzcrank,Orianna,,,Kog'Maw,Irelia,Anivia,,,Jayce,Maokai,Morgana,Ezreal,Soraka,Yorick,Shen,Karthus,Miss Fortune,Alistar,Wickd, Snoopeh, Froggen, yellowpete, Krepo,Shy, CloudTemplar, RapidStar, Woong, MadLife
2,2012-10-11,Main,,Counter_Logic_Gaming_Europe,Team_WE,Counter_Logic_Gaming_Europe,Twisted Fate,Blitzcrank,Orianna,,,Anivia,Irelia,Cho'Gath,,,Jayce,Skarner,Karthus,Kog'Maw,Nunu,Olaf,Maokai,Vladimir,Corki,Leona,Wickd, Snoopeh, Froggen, yellowpete, Krepo,Caomei, ClearLove, Misaya, Weixiao, Fzzf
2,2012-10-11,Main,,Moscow_Five,Taipei_Assassins,Taipei_Assassins,Maokai,Blitzcrank,Jayce,,,Lee Sin,Evelynn,Orianna,,,Yorick,Shyvana,Gragas,Kog'Maw,Nunu,Nidalee,Dr. Mundo,Anivia,Ezreal,Sona,Darien, Diamondprox, Alex Ich, Genja, GoSu Pepper,Stanley, Lilballz, Toyz, bebe, MiSTakE
2,2012-10-11,Main,,Taipei_Assassins,Moscow_Five,Taipei_Assassins,Lee Sin,Evelynn,Sona,,,Blitzcrank,Jayce,Nunu,,,Nidalee,Maokai,Orianna,Vayne,Taric,Yorick,Udyr,Zilean,Kog'Maw,Zyra,Stanley, Lilballz, Toyz, bebe, MiSTakE,Darien, Diamondprox, Alex Ich, Genja, GoSu Pepper
2,2012-10-11,Main,,Moscow_Five,Taipei_Assassins,Moscow_Five,Maokai,Blitzcrank,Jayce,,,Lee Sin,Orianna,Sona,,,Yorick,Xin Zhao,Evelynn,Vayne,Nunu,Shen,Udyr,Karthus,Kog'Maw,Taric,Darien, Diamondprox, Alex Ich, Genja, GoSu Pepper,Stanley, Lilballz, Toyz, bebe, MiSTakE
2,2012-10-07,Main,,Team_WE,Counter_Logic_Gaming_Europe,Counter_Logic_Gaming_Europe,Anivia,Alistar,Irelia,,,Twisted Fate,Orianna,Blitzcrank,,,Shen,Nocturne,Vladimir,Ezreal,Taric,Jayce,Skarner,Karthus,Corki,Sona,Caomei, ClearLove, Misaya, Weixiao, Fzzf,Wickd, Snoopeh, Froggen, yellowpete, Krepo
2,2012-10-07,Main,,Counter_Logic_Gaming_Europe,Team_WE,Team_WE,Twisted Fate,Shen,Skarner,,,Anivia,Alistar,Irelia,,,Malphite,Cho'Gath,Karthus,Ezreal,Leona,Olaf,Maokai,Orianna,Graves,Blitzcrank,Wickd, Snoopeh, Froggen, yellowpete, Krepo,Caomei, ClearLove, Misaya, Weixiao, Fzzf
2,2012-10-06,Main,,Azubu_Frost,TSM,Azubu_Frost,Orianna,Yorick,Katarina,,,Alistar,Anivia,Shen,,,Irelia,Skarner,Vladimir,Ezreal,Taric,Jayce,Maokai,Karthus,Graves,Blitzcrank,Shy, CloudTemplar, RapidStar, Woong, MadLife,Dyrus, TheOddOne, Reginald, Chaox, Xpecial
2,2012-10-05,Main,,TSM,Azubu_Frost,Azubu_Frost,Alistar,Anivia,Shen,,,Orianna,Yorick,Vladimir,,,Darius,Shyvana,Karthus,Ezreal,Sona,Jayce,Maokai,Lux,Miss Fortune,Blitzcrank,Dyrus, TheOddOne, Reginald, Chaox, Xpecial,Shy, CloudTemplar, RapidStar, Woong, MadLife
2,2012-10-05,Main,,NaJin_Black_Sword,Taipei_Assassins,Taipei_Assassins,Vladimir,Kog'Maw,Karthus,,,Jayce,Evelynn,Orianna,,,Jax,Maokai,Morgana,Corki,Sona,Shen,Skarner,Anivia,Ezreal,Blitzcrank,MaKNooN, Watch, SSONG, PraY, Cain,Stanley, Lilballz, Toyz, bebe, MiSTakE
2,2012-10-05,Main,,Taipei_Assassins,NaJin_Black_Sword,Taipei_Assassins,Evelynn,Maokai,Sona,,,Vladimir,Morgana,Karthus,,,Jayce,Dr. Mundo,Orianna,Kog'Maw,Nunu,Irelia,Skarner,Ryze,Ezreal,Taric,Stanley, Lilballz, Toyz, bebe, MiSTakE,MaKNooN, Watch, SSONG, PraY, Cain
2,2012-10-05,Main,,Invictus_Gaming,Moscow_Five,Moscow_Five,Evelynn,Gragas,Nunu,,,Yorick,Maokai,Jayce,,,Vladimir,Shen,Ryze,Ezreal,Alistar,Olaf,Lee Sin,Zilean,Kog'Maw,Sona,Pdd, illuSioN, zz1tai, kid, XiaoXiao,Darien, Diamondprox, Alex Ich, Genja, GoSu Pepper
2,2012-10-05,Main,,Moscow_Five,Invictus_Gaming,Moscow_Five,Maokai,Alistar,Jayce,,,Twisted Fate,Twitch,Shen,,,Xin Zhao,Lee Sin,Evelynn,Kog'Maw,Zyra,Yorick,Shen,Cassiopeia,Ezreal,Leona,Darien, Diamondprox, Alex Ich, Genja, GoSu Pepper,Pdd, illuSioN, zz1tai, kid, XiaoXiao
2,2012-10-05,Main,,Dignitas,NaJin_Black_Sword,NaJin_Black_Sword,Evelynn,Nidalee,Malphite,,,Alistar,Katarina,Skarner,,,Irelia,Udyr,Diana,Ezreal,Blitzcrank,Shen,Lee Sin,Anivia,Corki,Sona,Crumbzz, IWillDominate, scarra, Imaqtpie, Patoy,MaKNooN, Watch, SSONG, PraY, Cain
2,2012-10-05,Main,,Dignitas,Saigon_Jokers,Saigon_Jokers,Irelia,Evelynn,Alistar,,,Gragas,Shyvana,Diana,,,Shen,Udyr,Katarina,Corki,Nunu,Jayce,Malphite,Karthus,Ezreal,Leona,Crumbzz, IWillDominate, scarra, Imaqtpie, Patoy,QTV, Violet, NIXWATER, Archie, Junie
2,2012-10-05,Main,,Saigon_Jokers,Counter_Logic_Gaming_Europe,Counter_Logic_Gaming_Europe,Anivia,Diana,Alistar,,,Skarner,Evelynn,Ezreal,,,Jayce,Shen,Morgana,Caitlyn,Nunu,Irelia,Maokai,Karthus,Kog'Maw,Sona,QTV, Violet, NIXWATER, Archie, Junie,Wickd, Snoopeh, Froggen, yellowpete, Krepo
2,2012-10-05,Main,,Counter_Logic_Gaming_Europe,NaJin_Black_Sword,NaJin_Black_Sword,Skarner,Evelynn,Jayce,,,Anivia,Alistar,Irelia,,,Malphite,Shyvana,Karthus,Tristana,Lulu,Nidalee,Maokai,Orianna,Ezreal,Sona,Wickd, Snoopeh, Froggen, yellowpete, Krepo,MaKNooN, Watch, SSONG, PraY, Cain
2,2012-10-04,Main,,NaJin_Black_Sword,Saigon_Jokers,NaJin_Black_Sword,Twisted Fate,Lee Sin,Alistar,,,Sivir,Evelynn,Diana,,,Jayce,Skarner,Ryze,Corki,Sona,Irelia,Shen,Karthus,Ezreal,Lux,MaKNooN, Watch, SSONG, PraY, Cain,QTV, Violet, NIXWATER, Archie, Junie
2,2012-10-04,Main,,Dignitas,Counter_Logic_Gaming_Europe,Counter_Logic_Gaming_Europe,Anivia,Malphite,Alistar,,,Katarina,Skarner,Draven,,,Darius,Shyvana,Gragas,Ezreal,Taric,Irelia,Maokai,Orianna,Kog'Maw,Sona,Crumbzz, IWillDominate, scarra, Imaqtpie, Patoy,Wickd, Snoopeh, Froggen, yellowpete, Krepo
2,2012-10-04,Main,,Invictus_Gaming,SK_Gaming,Invictus_Gaming,Orianna,Twisted Fate,Alistar,,,Yorick,Vladimir,Sona,,,Malphite,Shen,Cassiopeia,Ezreal,Leona,Jayce,Udyr,Karthus,Corki,Nunu,Pdd, illuSioN, zz1tai, kid, XiaoXiao,Kev1n, Araneae, ocelote, YellOwStaR, Nyph
2,2012-10-04,Main,,Azubu_Frost,Counter_Logic_Gaming,Azubu_Frost,Orianna,Evelynn,Alistar,,,Shen,Skarner,Ezreal,,,Jax,Maokai,Karthus,Miss Fortune,Sona,Olaf,Dr. Mundo,Cassiopeia,Graves,Lulu,Shy, CloudTemplar, RapidStar, Woong, MadLife,Voyboy, HotshotGG, bigfatlp, Doublelift, Chauster
2,2012-10-04,Main,,SK_Gaming,Counter_Logic_Gaming,Counter_Logic_Gaming,Sivir,Olaf,Sona,,,Alistar,Gangplank,Irelia,,,Jayce,Shen,Lux,Ezreal,Nunu,Diana,Cho'Gath,Orianna,Graves,Lulu,Kev1n, Araneae, ocelote, YellOwStaR, Nyph,Voyboy, HotshotGG, bigfatlp, Doublelift, Chauster
2,2012-10-04,Main,,SK_Gaming,Azubu_Frost,Azubu_Frost,Vladimir,Skarner,Jax,,,Twisted Fate,Ezreal,Orianna,,,Irelia,Alistar,Karthus,Caitlyn,Sona,Singed,Shen,Anivia,Corki,Lux,Kev1n, Araneae, ocelote, YellOwStaR, Nyph,Shy, CloudTemplar, RapidStar, Woong, MadLife
2,2012-10-04,Main,,Invictus_Gaming,Counter_Logic_Gaming,Invictus_Gaming,Sivir,Olaf,Draven,,,Ezreal,Jayce,Shen,,,Yorick,Skarner,Vladimir,Corki,Alistar,Diana,Dr. Mundo,Cassiopeia,Graves,Lulu,Pdd, illuSioN, zz1tai, kid, XiaoXiao,Voyboy, HotshotGG, bigfatlp, Doublelift, Chauster
2,2012-10-04,Main,,Azubu_Frost,Invictus_Gaming,Azubu_Frost,Yorick,Evelynn,Jayce,,,Anivia,Lux,Skarner,,,Jax,Shen,Vladimir,Ezreal,Alistar,Jarvan IV,Nocturne,Swain,Corki,Leona,Shy, CloudTemplar, RapidStar, Woong, MadLife,Pdd, illuSioN, zz1tai, kid, XiaoXiao
3,2013-10-05,Main,,SK_Telecom_T1,Royal_Club,SK_Telecom_T1,Annie,Renekton,Zed,,,Orianna,Shen,Vi,,,Jax,Jarvan IV,Gragas,Corki,Zyra,Kennen,Lee Sin,Fizz,Caitlyn,Sona,Impact, bengi, Faker, Piglet, PoohManDu,GoDlike, Lucky, Wh1t3zZ, Uzi, Tabe
3,2013-10-05,Main,,SK_Telecom_T1,Royal_Club,SK_Telecom_T1,Annie,Renekton,Corki,,,Shen,Orianna,Vi,,,Jax,Lee Sin,Zed,Ezreal,Zyra,Rumble,Jarvan IV,Kassadin,Vayne,Sona,Impact, bengi, Faker, Piglet, PoohManDu,GoDlike, Lucky, Wh1t3zZ, Uzi, Tabe
3,2013-10-05,Main,,Royal_Club,SK_Telecom_T1,SK_Telecom_T1,Vi,Shen,Lee Sin,,,Zed,Annie,Renekton,,,Malphite,Elise,Orianna,Vayne,Sona,Jax,Jarvan IV,Gragas,Corki,Thresh,GoDlike, Lucky, Wh1t3zZ, Uzi, Tabe,Impact, bengi, Faker, Piglet, PoohManDu
3,2013-09-28,Main,,Royal_Club,Fnatic,Royal_Club,Lissandra,Kassadin,Aatrox,,,Zed,Vayne,Orianna,,,Shen,Elise,Kayle,Caitlyn,Annie,Rumble,Jarvan IV,Fizz,Varus,Leona,GoDlike, Lucky, Wh1t3zZ, Uzi, Tabe,sOAZ, Cyanide, xPeke, Puszu, YellOwStaR
3,2013-09-28,Main,,Fnatic,Royal_Club,Fnatic,Vayne,Annie,Zed,,,Lissandra,Kassadin,Shen,,,Zac,Aatrox,Orianna,Varus,Leona,Renekton,Elise,Gragas,Corki,Lulu,sOAZ, Cyanide, xPeke, Puszu, YellOwStaR,GoDlike, Lucky, Wh1t3zZ, Uzi, Tabe
3,2013-09-28,Main,,Royal_Club,Fnatic,Royal_Club,Lissandra,Kassadin,Shen,,,Zed,Vayne,Annie,,,Renekton,Elise,Orianna,Ezreal,Sona,Zac,Aatrox,Ahri,Ashe,Zyra,GoDlike, Lucky, Wh1t3zZ, Uzi, Tabe,sOAZ, Cyanide, xPeke, Puszu, YellOwStaR
3,2013-09-28,Main,,Fnatic,Royal_Club,Royal_Club,Annie,Renekton,Zed,,,Lissandra,Kassadin,Shen,,,Zac,Lee Sin,Fizz,Corki,Leona,Jax,Elise,Orianna,Vayne,Lulu,sOAZ, Cyanide, xPeke, Puszu, YellOwStaR,GoDlike, Lucky, Wh1t3zZ, Uzi, Tabe
3,2013-09-28,Main,,SK_Telecom_T1,NaJin_Black_Sword,SK_Telecom_T1,Twitch,Gragas,Corki,,,Zed,Vi,Fizz,,,Jax,Lee Sin,Orianna,Ezreal,Zyra,Shen,Nocturne,Ahri,Caitlyn,Thresh,Impact, bengi, Faker, Piglet, PoohManDu,Expession, Watch, Nagne, PraY, Cain
3,2013-09-28,Main,,NaJin_Black_Sword,SK_Telecom_T1,SK_Telecom_T1,Vi,Fizz,Vayne,,,Twitch,Zed,Gragas,,,Jax,Elise,Ahri,Ezreal,Thresh,Renekton,Lee Sin,Orianna,Corki,Zyra,Expession, Watch, Nagne, PraY, Cain,Impact, bengi, Faker, Piglet, PoohManDu
3,2013-09-28,Main,,SK_Telecom_T1,NaJin_Black_Sword,NaJin_Black_Sword,Twitch,Thresh,Jax,,,Zed,Vi,Fizz,,,Shen,Aatrox,Ahri,Vayne,Zyra,Renekton,Lee Sin,Gragas,Corki,Sona,Impact, bengi, Faker, Piglet, PoohManDu,Expession, Watch, Nagne, PraY, Cain
3,2013-09-28,Main,,NaJin_Black_Sword,SK_Telecom_T1,SK_Telecom_T1,Vi,Caitlyn,Fizz,,,Twitch,Zed,Shen,,,Jax,Elise,Gragas,Corki,Zyra,Renekton,Lee Sin,Orianna,Vayne,Thresh,Expession, Watch, Nagne, PraY, Cain,Impact, bengi, Faker, Piglet, PoohManDu
3,2013-09-28,Main,,SK_Telecom_T1,NaJin_Black_Sword,NaJin_Black_Sword,Twitch,Thresh,Sona,,,Vi,Zed,Fizz,,,Shen,Lee Sin,Ahri,Ezreal,Zyra,Jax,Elise,Gragas,Corki,Leona,Impact, bengi, Faker, Piglet, PoohManDu,Expession, Watch, Nagne, PraY, Cain
3,2013-09-25,Main,,Oh_My_God,Royal_Club,Royal_Club,Annie,Fizz,Corki,,,Orianna,Renekton,Aatrox,,,Shen,Lee Sin,Ahri,Varus,Lulu,Rumble,Elise,Zed,Vayne,Sona,Gogoing, LoveLin, Cool, San, Bigpomelo,GoDlike, Lucky, Wh1t3zZ, Uzi, Tabe
3,2013-09-25,Main,,Royal_Club,Oh_My_God,Royal_Club,Orianna,Zed,Aatrox,,,Shen,Fizz,Elise,,,Renekton,Jarvan IV,Vladimir,Caitlyn,Annie,Jax,Lee Sin,Ahri,Corki,Zyra,GoDlike, Lucky, Wh1t3zZ, Uzi, Tabe,Gogoing, LoveLin, Cool, San, Bigpomelo
3,2013-09-25,Main,,SK_Telecom_T1,Gamania_Bears,SK_Telecom_T1,Fizz,Zyra,Renekton,,,Corki,Aatrox,Zed,,,Shen,Lee Sin,Lissandra,Ezreal,Thresh,Rumble,Elise,Ahri,Varus,Annie,Impact, bengi, Faker, Piglet, PoohManDu,Steak, Winds, Maple, NL, SwordArt
