season,date,event,patch,blue_team,red_team,winner,ban_1_blue_team,ban_2_blue_team,ban_3_blue_team,ban_4_blue_team,ban_5_blue_team,ban_1_red_team,ban_2_red_team,ban_3_red_team,ban_4_red_team,ban_5_red_team,pick_1_blue_team,pick_2_blue_team,pick_3_blue_team,pick_4_blue_team,pick_5_blue_team,pick_1_red_team,pick_2_red_team,pick_3_red_team,pick_4_red_team,pick_5_red_team,top_blue_team,jungler_blue_team,mid_blue_team,adc_blue_team,support_blue_team,top_red_team,jungler_red_team,mid_red_team,adc_red_team,support_red_team
8,2018-10-11,Main,8.19,Invictus_Gaming,G_2d-Rex,Invictus_Gaming,Gragas,Alistar,Urgot,Ornn,Lissandra,Akali,Xayah,Aatrox,Kindred,LeBlanc,Ryze,Zac,Irelia,Kai'Sa,Braum,Sion,Olaf,Syndra,Varus,Tahm Kench,Duke, Ning, Rookie, JackeyLove, Baolan,PK, baybay, Candy, Stitch, Koala
8,2018-10-11,Main,8.19,100_Thieves,Fnatic,Fnatic,Akali,Pyke,Tristana,LeBlanc,Yasuo,Urgot,Aatrox,Taliyah,Ryze,Kindred,Ornn,Graves,Syndra,Kai'Sa,Alistar,Sion,Olaf,Irelia,Xayah,Rakan,Ssumday, AnDa, Ryu, Rikara, aphromoo,sOAZ, Broxah, Caps, Rekkles, Hylissang
8,2018-10-11,Main,8.19,Phong_V_c5-_a9-_Buffalo,G2_Esports,Phong_V_c5-_a9-_Buffalo,Heimerdinger,Camille,Alistar,Taliyah,Skarner,Jayce,Tahm Kench,Kindred,Irelia,Akali,Urgot,Gragas,Vel'Koz,Xayah,Leona,Ryze,Olaf,Aatrox,Kai'Sa,Rakan,Zeros, Meliodas, Naul, BigKoro, Palette,Wunder, Jankos, Perkz, Hjarnan, Wadid
8,2018-10-11,Main,8.19,Flash_Wolves,Kwangdong_Freecs,Flash_Wolves,Tahm Kench,Irelia,Rakan,Darius,Ryze,Alistar,Aatrox,Thresh,Camille,Kindred,Urgot,Lee Sin,Sion,Kai'Sa,Shen,Akali,Olaf,Vel'Koz,Xayah,Gragas,Hanabi, Moojin, Maple, Betty, SwordArt,Kiin, Spirit, Kuro, Kramer, TusiN
8,2018-10-10,Main,8.19,Gen_2e-G,Team_Vitality,Team_Vitality,Sion,Irelia,Kindred,Olaf,Galio,Xayah,Aatrox,Varus,Camille,Vel'Koz,Urgot,Gragas,Syndra,Ashe,Tahm Kench,Ornn,Nocturne,Ekko,Kai'Sa,Alistar,CuVee, Haru, Crown, Ruler, CoreJJ,Cabochard, Kikis, Jiizuke, Attila, Jactroll
8,2018-10-10,Main,8.19,Royal_Never_Give_Up,Cloud9,Royal_Never_Give_Up,Aatrox,Braum,Draven,Xin Zhao,Nocturne,Irelia,Tahm Kench,Akali,Ornn,Sion,Shen,Taliyah,Galio,Xayah,Alistar,Urgot,Evelynn,Ryze,Kai'Sa,Rakan,Letme, Karsa, Xiaohu, Uzi, Ming,Licorice, Svenskeren, Jensen, Sneaky, Zeyzal
8,2018-10-10,Main,8.19,Kwangdong_Freecs,G2_Esports,G2_Esports,Urgot,Irelia,Akali,LeBlanc,Ryze,Tahm Kench,Olaf,Aatrox,Vel'Koz,Galio,Sion,Taliyah,Zoe,Kai'Sa,Alistar,Camille,Gragas,Syndra,Heimerdinger,Rakan,Kiin, Spirit, Kuro, Kramer, TusiN,Wunder, Jankos, Perkz, Hjarnan, Wadid
8,2018-10-10,Main,8.19,Phong_V_c5-_a9-_Buffalo,Flash_Wolves,Flash_Wolves,LeBlanc,Xin Zhao,Akali,Lee Sin,Irelia,Jayce,Rakan,Kindred,Olaf,Camille,Urgot,Graves,Syndra,Varus,Tahm Kench,Aatrox,Taliyah,Sion,Kai'Sa,Alistar,Zeros, Meliodas, Naul, BigKoro, Palette,Hanabi, Moojin, Maple, Betty, SwordArt
8,2018-10-10,Main,8.19,EDward_Gaming,MAD_Team,EDward_Gaming,Aatrox,Irelia,Tahm Kench,Darius,Sion,Akali,Kai'Sa,Urgot,Lee Sin,Camille,Ornn,Olaf,Syndra,Xayah,Leona,Cho'Gath,Gragas,Zoe,Ezreal,Rakan,Ray, Haro, Scout, iBoy, Meiko,Liang, Kongyue, Uniboy, Breeze, K
8,2018-10-10,Main,8.19,KT_Rolster,Team_Liquid,KT_Rolster,Sion,Tahm Kench,Olaf,Skarner,LeBlanc,Irelia,Alistar,Akali,Taliyah,Camille,Aatrox,Kindred,Syndra,Xayah,Thresh,Urgot,Gragas,Ryze,Kai'Sa,Rakan,Smeb, Score, Ucal, Deft, Mata,Impact, Xmithie, Pobelter, Doublelift, Olleh
9,2019-10-08,Play in,9.19,Splyce,Unicorns_of_Love_2e-CIS,Splyce,Kayle,Heimerdinger,Pantheon,Akali,Yasuo,Gnar,Gangplank,Kennen,LeBlanc,Shen,Cho'Gath,Qiyana,Syndra,Kai'Sa,Nautilus,Renekton,Karthus,Orianna,Xayah,Morgana,Vizicsacsi, Xerxe, Humanoid, Kobbe, Norskeren,BOSS, AHaHaCiK, Nomanz, Innaxe, Edward
9,2019-10-08,Play in,9.19,Unicorns_of_Love_2e-CIS,Splyce,Unicorns_of_Love_2e-CIS,Gnar,Gangplank,Kennen,LeBlanc,Akali,Pantheon,Kayle,Syndra,Fiddlesticks,Twisted Fate,Renekton,Karthus,Qiyana,Heimerdinger,Morgana,Shen,Nocturne,Lissandra,Xayah,Rakan,BOSS, AHaHaCiK, Nomanz, Innaxe, Edward,Vizicsacsi, Xerxe, Humanoid, Kobbe, Norskeren
9,2019-10-08,Play in,9.19,Splyce,Unicorns_of_Love_2e-CIS,Splyce,Kayle,Heimerdinger,Syndra,Twisted Fate,Rek'Sai,Pantheon,Gangplank,Qiyana,Gragas,LeBlanc,Gnar,Olaf,Akali,Xayah,Karma,Camille,Elise,Ryze,Caitlyn,Morgana,Vizicsacsi, Xerxe, Humanoid, Kobbe, Norskeren,BOSS, AHaHaCiK, Nomanz, Innaxe, Edward
9,2019-10-08,Play in,9.19,Splyce,Unicorns_of_Love_2e-CIS,Splyce,Kayle,Syndra,Heimerdinger,Twisted Fate,Veigar,Pantheon,Gangplank,Xayah,LeBlanc,Sivir,Kennen,Qiyana,Cassiopeia,Kai'Sa,Nautilus,Aatrox,Skarner,Corki,Ashe,Thresh,Vizicsacsi, Xerxe, Humanoid, Kobbe, Norskeren,BOSS, AHaHaCiK, Nomanz, Innaxe, Edward
9,2019-10-08,Play in,9.19,Unicorns_of_Love_2e-CIS,Splyce,Unicorns_of_Love_2e-CIS,Gnar,Qiyana,Xayah,Jinx,LeBlanc,Pantheon,Rakan,Syndra,Nautilus,Twisted Fate,Gangplank,Kha'Zix,Kayle,Kai'Sa,Morgana,Cho'Gath,Nocturne,Akali,Jhin,Thresh,BOSS, AHaHaCiK, Nomanz, Innaxe, Edward,Vizicsacsi, Xerxe, Humanoid, Kobbe, Norskeren
9,2019-10-08,Play in,9.19,Isurus,Hong_Kong_Attitude,Hong_Kong_Attitude,Pyke,Ezreal,Qiyana,Vladimir,Lee Sin,Pantheon,Gragas,Akali,Elise,Nocturne,Gangplank,Skarner,Corki,Xayah,Rakan,Tristana,Jarvan IV,Syndra,Veigar,Nautilus,Buggax, Oddie, Seiya, Warangelus, Slow,3Z, Crash, M1ssion, Unified, Kaiwing
9,2019-10-08,Play in,9.19,Hong_Kong_Attitude,Isurus,Hong_Kong_Attitude,Gragas,Tristana,Gangplank,Rek'Sai,Elise,Pantheon,Pyke,Syndra,Galio,Mordekaiser,Gnar,Lee Sin,Corki,Ezreal,Rakan,Irelia,Nocturne,Akali,Xayah,Thresh,3Z, Crash, M1ssion, Unified, Kaiwing,Buggax, Oddie, Seiya, Warangelus, Slow
9,2019-10-08,Play in,9.19,Isurus,Hong_Kong_Attitude,Isurus,Renekton,Pyke,Qiyana,Galio,Corki,Pantheon,Gragas,Syndra,Quinn,Tristana,Kled,Elise,Akali,Xayah,Thresh,Gangplank,Lee Sin,Twisted Fate,Ezreal,Rakan,Buggax, Oddie, Seiya, Warangelus, Slow,3Z, Crash, M1ssion, Unified, Kaiwing
9,2019-10-08,Play in,9.19,Hong_Kong_Attitude,Isurus,Hong_Kong_Attitude,Tristana,Gragas,Gangplank,Rek'Sai,Jarvan IV,Xayah,Renekton,Pantheon,Irelia,Qiyana,Gnar,Lee Sin,Twisted Fate,Syndra,Pyke,Jayce,Skarner,Akali,Vladimir,Yuumi,3Z, Crash, M1ssion, Unified, Kaiwing,Buggax, Oddie, Seiya, Warangelus, Slow
9,2019-10-07,Play in,9.19,Clutch_Gaming,Royal_Youth,Clutch_Gaming,Lee Sin,Qiyana,Olaf,Rakan,Camille,Pantheon,Rumble,Gangplank,Irelia,LeBlanc,Ezreal,Rek'Sai,Syndra,Lucian,Thresh,Jayce,Jarvan IV,Orianna,Kai'Sa,Blitzcrank,Huni, Lira, Damonte, Cody Sun, Vulcan,Armut, Closer, Cyeol, Pilot, Tolerant
9,2019-10-07,Play in,9.19,Clutch_Gaming,Royal_Youth,Clutch_Gaming,Lee Sin,Qiyana,Olaf,Ashe,Lucian,Pantheon,Syndra,Rakan,Nautilus,Alistar,Rumble,Jarvan IV,Neeko,Kai'Sa,Pyke,Renekton,Elise,Irelia,Ezreal,Thresh,Huni, Lira, Damonte, Cody Sun, Vulcan,Armut, Closer, Cyeol, Pilot, Tolerant
9,2019-10-07,Play in,9.19,Clutch_Gaming,Royal_Youth,Clutch_Gaming,Lee Sin,Qiyana,Irelia,Camille,Draven,Pantheon,Syndra,Rakan,Lissandra,Twisted Fate,Rumble,Elise,Lucian,Kai'Sa,Nautilus,Kled,Olaf,LeBlanc,Jinx,Thresh,Huni, Lira, Damonte, Cody Sun, Vulcan,Armut, Closer, Cyeol, Pilot, Tolerant
9,2019-10-07,Play in,9.19,Lowkey_Esports_2e-Vietnam,DWG_KIA,DWG_KIA,Renekton,LeBlanc,Taliyah,Rakan,Nautilus,Tristana,Syndra,Pantheon,Braum,Pyke,Aatrox,Nidalee,Yasuo,Ezreal,Gragas,Kennen,Lee Sin,Akali,Xayah,Yuumi,Hani, DNK, Artifact, Celebrity, Venus,Nuguri, Canyon, ShowMaker, Nuclear, BeryL
9,2019-10-07,Play in,9.19,DWG_KIA,Lowkey_Esports_2e-Vietnam,DWG_KIA,Ornn,Tristana,Syndra,Elise,Rek'Sai,Pantheon,LeBlanc,Xayah,Alistar,Morgana,Jayce,Taliyah,Renekton,Yasuo,Gragas,Gnar,Skarner,Akali,Kai'Sa,Leona,Nuguri, Canyon, ShowMaker, Nuclear, BeryL,Hani, DNK, Artifact, Celebrity, Venus
9,2019-10-07,Play in,9.19,DWG_KIA,Lowkey_Esports_2e-Vietnam,DWG_KIA,Ornn,Tristana,Syndra,Caitlyn,Kled,Pantheon,LeBlanc,Xayah,Vladimir,Ryze,Renekton,Taliyah,Qiyana,Kai'Sa,Alistar,Pyke,Gragas,Twisted Fate,Lucian,Thresh,Nuguri, Canyon, ShowMaker, Nuclear, BeryL,Hani, DNK, Artifact, Celebrity, Venus
9,2019-10-07,Play in,9.19,Lowkey_Esports_2e-Vietnam,DWG_KIA,Lowkey_Esports_2e-Vietnam,Renekton,LeBlanc,Xayah,Olaf,Lee Sin,Pantheon,Elise,Syndra,Vayne,Caitlyn,Ornn,Gragas,Twisted Fate,Tristana,Shen,Vladimir,Qiyana,Akali,Garen,Yuumi,Hani, DNK, Artifact, Celebrity, Venus,Nuguri, Canyon, ShowMaker, Nuclear, BeryL
9,2019-10-05,Play in,9.19,Royal_Youth,Flamengo_Esports,Royal_Youth,Draven,Rek'Sai,Gragas,Kai'Sa,Caitlyn,Pantheon,Qiyana,Syndra,Lissandra,Renekton,Gangplank,Lee Sin,Twisted Fate,Xayah,Rakan,Camille,Nocturne,LeBlanc,Ashe,Thresh,Armut, Closer, Cyeol, Pilot, Tolerant,Robo, Shrimp, Goku, brTT, Luci
9,2019-10-05,Play in,9.19,Lowkey_Esports_2e-Vietnam,Hong_Kong_Attitude,Hong_Kong_Attitude,Renekton,LeBlanc,Gragas,Syndra,Galio,Tristana,Pantheon,Morgana,Thresh,Qiyana,Camille,Elise,Akali,Caitlyn,Lux,Gangplank,Lee Sin,Lissandra,Xayah,Rakan,Hani, DNK, Artifact, Celebrity, Venus,3Z, Crash, M1ssion, Unified, Kaiwing
9,2019-10-05,Play in,9.19,Flamengo_Esports,Royal_Youth,Royal_Youth,Qiyana,Elise,Renekton,Kled,Pyke,Pantheon,Draven,Gragas,Gangplank,Kai'Sa,Camille,Rek'Sai,Syndra,Sivir,Thresh,Fiora,Lee Sin,LeBlanc,Ezreal,Blitzcrank,Robo, Shrimp, Goku, brTT, Luci,Armut, Closer, Cyeol, Pilot, Tolerant
9,2019-10-05,Play in,9.19,Lowkey_Esports_2e-Vietnam,MEGA,Lowkey_Esports_2e-Vietnam,Renekton,Galio,Nautilus,Rek'Sai,Olaf,Gragas,Morgana,Pantheon,Ashe,Tristana,Kled,Elise,Akali,Lucian,Thresh,Camille,Xin Zhao,LeBlanc,Xayah,Rakan,Hani, DNK, Artifact, Celebrity, Venus,Rockky, Lloyd, G4, DeuL, PoP
9,2019-10-05,Play in,9.19,Flamengo_Esports,DWG_KIA,DWG_KIA,Qiyana,Gragas,Renekton,Rakan,Akali,Pantheon,Draven,Syndra,Thresh,Nautilus,Irelia,Rek'Sai,Neeko,Kai'Sa,Pyke,Ryze,Lee Sin,LeBlanc,Xayah,Yuumi,Robo, Shrimp, Goku, brTT, Luci,Nuguri, Canyon, ShowMaker, Nuclear, BeryL
9,2019-10-05,Play in,9.19,Hong_Kong_Attitude,MEGA,Hong_Kong_Attitude,Tristana,Leona,Pantheon,Irelia,LeBlanc,Gragas,Renekton,Qiyana,Elise,Olaf,Gnar,Lee Sin,Syndra,Ezreal,Rakan,Akali,Jarvan IV,Galio,Xayah,Nautilus,3Z, Crash, M1ssion, Unified, Kaiwing,Rockky, Lloyd, G4, DeuL, PoP
9,2019-10-05,Play in,9.19,DWG_KIA,Royal_Youth,DWG_KIA,Qiyana,Yuumi,Syndra,Irelia,Ryze,Pantheon,Renekton,Gragas,Leona,LeBlanc,Vladimir,Rek'Sai,Akali,Kai'Sa,Nautilus,Kled,Lee Sin,Galio,Xayah,Rakan,Nuguri, Canyon, ShowMaker, Nuclear, BeryL,Armut, Closer, Cyeol, Pilot, Tolerant
9,2019-10-04,Play in,9.19,Clutch_Gaming,Unicorns_of_Love_2e-CIS,Clutch_Gaming,Heimerdinger,Rakan,Qiyana,Nocturne,Shen,Pantheon,Gangplank,Rumble,Skarner,Olaf,Irelia,Elise,Syndra,Ashe,Thresh,Mordekaiser,Vi,Vladimir,Kai'Sa,Nautilus,Huni, Lira, Damonte, Cody Sun, Vulcan,BOSS, AHaHaCiK, Nomanz, Innaxe, Edward
9,2019-10-04,Play in,9.19,MAMMOTH,Unicorns_of_Love_2e-CIS,Unicorns_of_Love_2e-CIS,Qiyana,Kayle,Xayah,Jax,Rek'Sai,Pantheon,Gangplank,Skarner,Gnar,Olaf,Camille,Sejuani,Syndra,Lucian,Nautilus,Renekton,Nocturne,Vladimir,Kai'Sa,Thresh,Fudge, Babip, Triple, k1ng, Destiny,BOSS, AHaHaCiK, Nomanz, Innaxe, Edward
9,2019-10-04,Play in,9.19,Isurus,Splyce,Splyce,Qiyana,Xayah,Kai'Sa,Ashe,Yasuo,Pantheon,Syndra,Vladimir,Gnar,Twisted Fate,Quinn,Jarvan IV,LeBlanc,Lucian,Braum,Gangplank,Gragas,Corki,Jhin,Thresh,Buggax, Oddie, Seiya, Warangelus, Slow,Vizicsacsi, Xerxe, Humanoid, Kobbe, Norskeren
9,2019-10-04,Play in,9.19,Clutch_Gaming,MAMMOTH,Clutch_Gaming,Vladimir,Syndra,Morgana,Leona,Nautilus,Pantheon,Qiyana,Rumble,Lucian,Tristana,Ryze,Rek'Sai,Lissandra,Kai'Sa,Rakan,Gangplank,Jarvan IV,LeBlanc,Xayah,Alistar,Huni, Lira, Damonte, Cody Sun, Vulcan,Fudge, Babip, Triple, k1ng, Destiny
9,2019-10-04,Play in,9.19,Isurus,DetonatioN_FocusMe,Isurus,Heimerdinger,Thresh,Nocturne,Galio,Karma,Pantheon,Yasuo,Lucian,Ryze,LeBlanc,Gangplank,Gragas,Syndra,Xayah,Nautilus,Gnar,Skarner,Ziggs,Ezreal,Rakan,Buggax, Oddie, Seiya, Warangelus, Slow,Evi, Steal, Ceros, Yutapon, Gaeng
9,2019-10-04,Play in,9.19,Unicorns_of_Love_2e-CIS,MAMMOTH,MAMMOTH,Vladimir,Skarner,Gangplank,Karma,Neeko,Pantheon,Qiyana,Kayle,Morgana,Thresh,Renekton,Rek'Sai,LeBlanc,Syndra,Leona,Kennen,Jarvan IV,Orianna,Xayah,Rakan,BOSS, AHaHaCiK, Nomanz, Innaxe, Edward,Fudge, Babip, Triple, k1ng, Destiny
9,2019-10-04,Play in,9.19,Splyce,DetonatioN_FocusMe,DetonatioN_FocusMe,Heimerdinger,Yuumi,Syndra,Twisted Fate,Cassiopeia,Pantheon,Qiyana,Xayah,Ryze,Akali,Kennen,Hecarim,LeBlanc,Kai'Sa,Nautilus,Gnar,Nocturne,Galio,Ashe,Thresh,Vizicsacsi, Xerxe, Humanoid, Kobbe, Norskeren,Evi, Steal, Ceros, Yutapon, Gaeng
9,2019-10-04,Play in,9.19,Unicorns_of_Love_2e-CIS,Clutch_Gaming,Unicorns_of_Love_2e-CIS,Rumble,Gangplank,Skarner,Gnar,Orianna,Pantheon,Syndra,Morgana,Irelia,Renekton,Aatrox,Qiyana,Kayle,Heimerdinger,Fiddlesticks,Tristana,Lee Sin,Twisted Fate,Xayah,Rakan,BOSS, AHaHaCiK, Nomanz, Innaxe, Edward,Huni, Lira, Damonte, Cody Sun, Vulcan
9,2019-10-03,Play in,9.19,Hong_Kong_Attitude,Lowkey_Esports_2e-Vietnam,Lowkey_Esports_2e-Vietnam,Morgana,Pantheon,LeBlanc,Nautilus,Thresh,Renekton,Karthus,Akali,Jayce,Xayah,Mordekaiser,Elise,Qiyana,Sivir,Pyke,Gangplank,Gragas,Tristana,Syndra,Leona,3Z, Crash, M1ssion, Unified, Kaiwing,Hani, DNK, Artifact, Celebrity, Venus
9,2019-10-03,Play in,9.19,Royal_Youth,Flamengo_Esports,Flamengo_Esports,Rek'Sai,Gragas,Yuumi,Xayah,LeBlanc,Pantheon,Qiyana,Syndra,Elise,Jarvan IV,Renekton,Karthus,Azir,Kai'Sa,Nautilus,Neeko,Lee Sin,Zoe,Draven,Thresh,Armut, Closer, Cyeol, Pilot, Tolerant,Robo, Shrimp, Goku, brTT, Luci
9,2019-10-03,Play in,9.19,MEGA,Lowkey_Esports_2e-Vietnam,MEGA,Gragas,Morgana,Qiyana,Xayah,Rek'Sai,Renekton,Yuumi,Jayce,Olaf,Elise,Camille,Taliyah,Pantheon,Kai'Sa,Nautilus,Gangplank,Lee Sin,Akali,Syndra,Thresh,Rockky, Lloyd, G4, DeuL, PoP,Hani, DNK, Artifact, Celebrity, Venus
9,2019-10-03,Play in,9.19,DWG_KIA,Flamengo_Esports,DWG_KIA,Yuumi,Draven,Syndra,Xayah,Irelia,Pantheon,Qiyana,Gragas,Nautilus,Alistar,Ryze,Taliyah,Renekton,Kai'Sa,Pyke,Aatrox,Rek'Sai,Neeko,Caitlyn,Thresh,Nuguri, Canyon, ShowMaker, Nuclear, BeryL,Robo, Shrimp, Goku, brTT, Luci
9,2019-10-03,Play in,9.19,MEGA,Hong_Kong_Attitude,Hong_Kong_Attitude,Gragas,Olaf,Qiyana,Twisted Fate,Gangplank,Pantheon,Elise,LeBlanc,Ezreal,Kai'Sa,Renekton,Rek'Sai,Syndra,Tristana,Thresh,Quinn,Lee Sin,Corki,Xayah,Rakan,Rockky, Lloyd, G4, DeuL, PoP,3Z, Crash, M1ssion, MnM, Kaiwing
9,2019-10-03,Play in,9.19,Royal_Youth,DWG_KIA,DWG_KIA,Gragas,Alistar,Yuumi,Kennen,Quinn,Pantheon,Karthus,Syndra,Elise,Taliyah,Renekton,Qiyana,Sylas,Xayah,Rakan,Vladimir,Lee Sin,LeBlanc,Kai'Sa,Leona,Armut, Closer, Cyeol, Pilot, Tolerant,Nuguri, Canyon, ShowMaker, Nuclear, BeryL
9,2019-10-02,Play in,9.19,Splyce,Isurus,Splyce,Yuumi,Renekton,Syndra,Twisted Fate,Cassiopeia,Qiyana,Akali,Pantheon,Gragas,Nocturne,Gnar,Jarvan IV,LeBlanc,Xayah,Rakan,Gangplank,Lee Sin,Lissandra,Kai'Sa,Nautilus,Vizicsacsi, Xerxe, Humanoid, Kobbe, Norskeren,Buggax, Oddie, Seiya, Warangelus, Slow
9,2019-10-02,Play in,9.19,MAMMOTH,Clutch_Gaming,Clutch_Gaming,Qiyana,Rumble,Xayah,Irelia,Renekton,Vladimir,Pantheon,Syndra,Skarner,Jarvan IV,Karma,Nocturne,Azir,Kai'Sa,Nautilus,Tristana,Elise,Orianna,Sivir,Rakan,Fudge, Babip, Triple, k1ng, Destiny,Huni, Lira, Damonte, Cody Sun, Vulcan
9,2019-10-02,Play in,9.19,DetonatioN_FocusMe,Isurus,Isurus,Irelia,Yasuo,Lucian,Gangplank,Qiyana,Pantheon,Heimerdinger,Thresh,Nocturne,Skarner,Kayle,Ekko,Karma,Xayah,Rakan,Gnar,Gragas,Ryze,Ezreal,Leona,Evi, Steal, Ceros, Yutapon, Gaeng,Buggax, Oddie, Seiya, Warangelus, Slow
9,2019-10-02,Play in,9.19,MAMMOTH,Unicorns_of_Love_2e-CIS,MAMMOTH,Qiyana,Kayle,Morgana,Thresh,Pyke,Pantheon,Vladimir,Rakan,Xayah,Lucian,Gangplank,Skarner,Syndra,Tristana,Nautilus,Renekton,Ekko,Corki,Kai'Sa,Alistar,Fudge, Babip, Triple, k1ng, Destiny,BOSS, AHaHaCiK, Nomanz, Innaxe, Edward
9,2019-10-02,Play in,9.19,DetonatioN_FocusMe,Splyce,Splyce,Qiyana,Gangplank,Akali,Elise,Olaf,Heimerdinger,Pantheon,Syndra,Cassiopeia,Kai'Sa,Gnar,Ekko,Nocturne,Lucian,Thresh,Kennen,Hecarim,Ryze,Xayah,Rakan,Evi, Steal, Ceros, Yutapon, Gaeng,Vizicsacsi, Xerxe, Humanoid, Kobbe, Norskeren
9,2019-10-02,Play in,9.19,Clutch_Gaming,Unicorns_of_Love_2e-CIS,Unicorns_of_Love_2e-CIS,Syndra,Yuumi,Qiyana,Caitlyn,Draven,Pantheon,Rumble,Gangplank,Skarner,Elise,Akali,Ekko,Renekton,Xayah,Rakan,Neeko,Rek'Sai,Tristana,Heimerdinger,Morgana,Huni, Lira, Damonte, Cody Sun, Vulcan,BOSS, AHaHaCiK, Nomanz, Innaxe, Edward
9,2019-11-10,Main,9.19,FunPlus_Phoenix,G2_Esports,FunPlus_Phoenix,Syndra,Gragas,Kai'Sa,Olaf,Rek'Sai,Pantheon,Qiyana,Rakan,Rumble,Akali,Gangplank,Lee Sin,Galio,Xayah,Thresh,Ryze,Jarvan IV,Veigar,Ezreal,Nautilus,GimGoon, Tian, Doinb, Lwx, Crisp,Wunder, Jankos, Caps, Perkz, Mikyx
9,2019-11-10,Main,9.19,G2_Esports,FunPlus_Phoenix,FunPlus_Phoenix,Renekton,Nautilus,Qiyana,Gangplank,Kayle,Pantheon,Syndra,Xayah,Olaf,Rek'Sai,Akali,Elise,Tristana,Yasuo,Gragas,Kled,Lee Sin,Ryze,Kai'Sa,Galio,Wunder, Jankos, Caps, Perkz, Mikyx,GimGoon, Tian, Doinb, Lwx, Crisp
9,2019-11-10,Main,9.19,FunPlus_Phoenix,G2_Esports,FunPlus_Phoenix,Syndra,Gragas,Kai'Sa,Rek'Sai,Olaf,Pantheon,Qiyana,Xayah,Blitzcrank,Braum,Gangplank,Lee Sin,Nautilus,Sivir,Thresh,Ryze,Elise,Pyke,Varus,Tahm Kench,GimGoon, Tian, Doinb, Lwx, Crisp,Wunder, Jankos, Caps, Perkz, Mikyx
9,2019-11-03,Main,9.19,G2_Esports,SK_Telecom_T1,G2_Esports,Akali,Renekton,Kai'Sa,Jax,LeBlanc,Pantheon,Ryze,Xayah,Thresh,Kayle,Ornn,Olaf,Syndra,Yasuo,Gragas,Vladimir,Elise,Qiyana,Varus,Nautilus,Wunder, Jankos, Caps, Perkz, Mikyx,Khan, Clid, Faker, Teddy, Mata
9,2019-11-03,Main,9.19,SK_Telecom_T1,G2_Esports,G2_Esports,Syndra,Qiyana,Yasuo,Kayle,Kled,Pantheon,Akali,Rakan,Fiora,Jax,Renekton,Rek'Sai,Ryze,Kai'Sa,Leona,Camille,Elise,Orianna,Xayah,Nautilus,Khan, Clid, Faker, Teddy, Effort,Wunder, Jankos, Caps, Perkz, Mikyx
9,2019-11-03,Main,9.19,G2_Esports,SK_Telecom_T1,SK_Telecom_T1,Elise,Akali,Kai'Sa,Syndra,Kayle,Pantheon,Qiyana,Xayah,Olaf,Rek'Sai,Ornn,Jarvan IV,Ryze,Ezreal,Galio,Renekton,Lee Sin,LeBlanc,Yasuo,Gragas,Wunder, Jankos, Caps, Perkz, Mikyx,Khan, Clid, Faker, Teddy, Effort
9,2019-11-03,Main,9.19,SK_Telecom_T1,G2_Esports,G2_Esports,Syndra,Qiyana,Quinn,Ornn,Olaf,Pantheon,Akali,Elise,Nautilus,Tristana,Renekton,Gragas,Neeko,Kai'Sa,Leona,Kled,Rek'Sai,Ryze,Xayah,Rakan,Khan, Clid, Faker, Teddy, Effort,Wunder, Jankos, Caps, Perkz, Mikyx
9,2019-11-02,Main,9.19,Invictus_Gaming,FunPlus_Phoenix,FunPlus_Phoenix,Renekton,Ryze,Qiyana,Lee Sin,Rek'Sai,Pantheon,Akali,Xayah,Leona,Syndra,Kayle,Olaf,Galio,Kai'Sa,Rakan,Gangplank,Gragas,Nautilus,Varus,Tahm Kench,TheShy, Ning, Rookie, JackeyLove, Baolan,GimGoon, Tian, Doinb, Lwx, Crisp
9,2019-11-02,Main,9.19,FunPlus_Phoenix,Invictus_Gaming,FunPlus_Phoenix,Akali,Kayle,Kai'Sa,Leona,Vladimir,Pantheon,Ryze,Renekton,Rakan,Rumble,Gangplank,Qiyana,Nautilus,Xayah,Thresh,Lucian,Gragas,Jayce,Ezreal,Alistar,GimGoon, Tian, Doinb, Lwx, Crisp,TheShy, Ning, Rookie, JackeyLove, Baolan
9,2019-11-02,Main,9.19,Invictus_Gaming,FunPlus_Phoenix,Invictus_Gaming,Renekton,Ryze,Qiyana,Rumble,LeBlanc,Pantheon,Akali,Xayah,Kayle,Jayce,Vladimir,Gragas,Lucian,Varus,Tahm Kench,Mordekaiser,Lee Sin,Nautilus,Kai'Sa,Blitzcrank,TheShy, Ning, Rookie, JackeyLove, Baolan,GimGoon, Tian, Doinb, Lwx, Crisp
9,2019-11-02,Main,9.19,FunPlus_Phoenix,Invictus_Gaming,FunPlus_Phoenix,Akali,Kayle,Kai'Sa,Tahm Kench,Braum,Pantheon,Ryze,Xayah,Lucian,Kalista,Renekton,Qiyana,Rumble,Ezreal,Nautilus,Quinn,Gragas,Syndra,Varus,Alistar,GimGoon, Tian, Doinb, Lwx, Crisp,TheShy, Ning, Rookie, JackeyLove, Baolan
9,2019-10-27,Main,9.19,G2_Esports,DWG_KIA,G2_Esports,Akali,Qiyana,Renekton,Alistar,Leona,Pantheon,Syndra,Rakan,Elise,LeBlanc,Ryze,Gragas,Yasuo,Xayah,Nautilus,Irelia,Taliyah,Kayle,Kai'Sa,Ornn,Wunder, Jankos, Caps, Perkz, Mikyx,Nuguri, Canyon, ShowMaker, Nuclear, BeryL
